Date,Open,High,Low,Close,Adj Close,Volume
1998-04-20,1122.719971,1124.880005,1118.430054,1123.650024,1123.650024,595190000
1998-04-21,1123.650024,1129.650024,1119.540039,1126.670044,1126.670044,675640000
1998-04-22,1126.670044,1132.979980,1126.290039,1130.540039,1130.540039,696740000
1998-04-23,1130.540039,1130.540039,1117.489990,1119.579956,1119.579956,653190000
1998-04-24,1119.579956,1122.810059,1104.770020,1107.900024,1107.900024,633890000
1998-04-27,1107.900024,1107.900024,1076.699951,1086.540039,1086.540039,685960000
1998-04-28,1086.540039,1095.939941,1081.489990,1085.109985,1085.109985,678600000
1998-04-29,1085.109985,1098.239990,1084.650024,1094.619995,1094.619995,638790000
1998-04-30,1094.630005,1116.969971,1094.630005,1111.750000,1111.750000,695600000
1998-05-01,1111.750000,1121.020020,1111.750000,1121.000000,1121.000000,581970000
1998-05-04,1121.000000,1130.520020,1121.000000,1122.069946,1122.069946,551700000
1998-05-05,1122.069946,1122.069946,1111.160034,1115.500000,1115.500000,583630000
1998-05-06,1115.500000,1118.390015,1104.640015,1104.920044,1104.920044,606540000
1998-05-07,1104.920044,1105.579956,1094.589966,1095.140015,1095.140015,582240000
1998-05-08,1095.140015,1111.420044,1094.530029,1108.140015,1108.140015,567890000
1998-05-11,1108.140015,1119.130005,1103.719971,1106.640015,1106.640015,560840000
1998-05-12,1106.640015,1115.959961,1102.780029,1115.790039,1115.790039,604420000
1998-05-13,1115.790039,1122.219971,1114.930054,1118.859985,1118.859985,600010000
1998-05-14,1118.859985,1124.030029,1112.430054,1117.369995,1117.369995,578380000
1998-05-15,1117.369995,1118.660034,1107.109985,1108.729980,1108.729980,621990000
1998-05-18,1108.729980,1112.439941,1097.989990,1105.819946,1105.819946,519100000
1998-05-19,1105.819946,1113.500000,1105.819946,1109.520020,1109.520020,566020000
1998-05-20,1109.520020,1119.079956,1107.510010,1119.060059,1119.060059,587240000
1998-05-21,1119.060059,1124.449951,1111.939941,1114.640015,1114.640015,551970000
1998-05-22,1114.640015,1116.890015,1107.989990,1110.469971,1110.469971,444070000
1998-05-26,1110.469971,1116.790039,1094.010010,1094.020020,1094.020020,541410000
1998-05-27,1094.020020,1094.439941,1074.390015,1092.229980,1092.229980,682040000
1998-05-28,1092.229980,1099.729980,1089.060059,1097.599976,1097.599976,588900000
1998-05-29,1097.599976,1104.160034,1090.819946,1090.819946,1090.819946,556780000
1998-06-01,1090.819946,1097.849976,1084.219971,1090.979980,1090.979980,537660000
1998-06-02,1090.979980,1098.709961,1089.670044,1093.219971,1093.219971,590930000
1998-06-03,1093.219971,1097.430054,1081.089966,1082.729980,1082.729980,584480000
1998-06-04,1082.729980,1095.930054,1078.099976,1094.829956,1094.829956,577470000
1998-06-05,1095.099976,1113.880005,1094.829956,1113.859985,1113.859985,558440000
1998-06-08,1113.859985,1119.699951,1113.310059,1115.719971,1115.719971,543390000
1998-06-09,1115.719971,1119.920044,1111.310059,1118.410034,1118.410034,563610000
1998-06-10,1118.410034,1126.000000,1110.270020,1112.280029,1112.280029,609410000
1998-06-11,1112.280029,1114.199951,1094.280029,1094.579956,1094.579956,627470000
1998-06-12,1094.579956,1098.839966,1080.829956,1098.839966,1098.839966,633300000
1998-06-15,1098.839966,1098.839966,1077.010010,1077.010010,1077.010010,595820000
1998-06-16,1077.010010,1087.589966,1074.670044,1087.589966,1087.589966,664600000
1998-06-17,1087.589966,1112.869995,1087.579956,1107.109985,1107.109985,744400000
1998-06-18,1107.109985,1109.359985,1103.709961,1106.369995,1106.369995,590440000
1998-06-19,1106.369995,1111.250000,1097.099976,1100.650024,1100.650024,715500000
1998-06-22,1100.650024,1109.010010,1099.420044,1103.209961,1103.209961,531550000
1998-06-23,1103.209961,1119.489990,1103.209961,1119.489990,1119.489990,657100000
1998-06-24,1119.489990,1134.400024,1115.099976,1132.880005,1132.880005,714900000
1998-06-25,1132.880005,1142.040039,1127.599976,1129.280029,1129.280029,669900000
1998-06-26,1129.280029,1136.829956,1129.280029,1133.199951,1133.199951,520050000
1998-06-29,1133.199951,1145.150024,1133.199951,1138.489990,1138.489990,564350000
1998-06-30,1138.489990,1140.800049,1131.979980,1133.839966,1133.839966,757200000
1998-07-01,1133.839966,1148.560059,1133.839966,1148.560059,1148.560059,701600000
1998-07-02,1148.560059,1148.560059,1142.989990,1146.420044,1146.420044,510210000
1998-07-06,1146.420044,1157.329956,1145.030029,1157.329956,1157.329956,514750000
1998-07-07,1157.329956,1159.810059,1152.849976,1154.660034,1154.660034,624890000
1998-07-08,1154.660034,1166.890015,1154.660034,1166.380005,1166.380005,607230000
1998-07-09,1166.380005,1166.380005,1156.030029,1158.560059,1158.560059,663600000
1998-07-10,1158.569946,1166.930054,1150.880005,1164.329956,1164.329956,576080000
1998-07-13,1164.329956,1166.979980,1160.209961,1165.189941,1165.189941,574880000
1998-07-14,1165.189941,1179.760010,1165.189941,1177.579956,1177.579956,700300000
1998-07-15,1177.579956,1181.479980,1174.729980,1174.810059,1174.810059,723900000
1998-07-16,1174.810059,1184.020020,1170.400024,1183.989990,1183.989990,677800000
1998-07-17,1183.989990,1188.099976,1182.420044,1186.750000,1186.750000,618030000
1998-07-20,1186.750000,1190.579956,1179.189941,1184.099976,1184.099976,560580000
1998-07-21,1184.099976,1187.369995,1163.050049,1165.069946,1165.069946,659700000
1998-07-22,1165.069946,1167.670044,1155.199951,1164.079956,1164.079956,739800000
1998-07-23,1164.079956,1164.349976,1139.750000,1139.750000,1139.750000,741600000
1998-07-24,1139.750000,1150.140015,1129.109985,1140.800049,1140.800049,698600000
1998-07-27,1140.800049,1147.270020,1128.189941,1147.270020,1147.270020,619990000
1998-07-28,1147.270020,1147.270020,1119.439941,1130.239990,1130.239990,703600000
1998-07-29,1130.239990,1138.560059,1121.979980,1125.209961,1125.209961,644350000
1998-07-30,1125.209961,1143.069946,1125.209961,1142.949951,1142.949951,687400000
1998-07-31,1142.949951,1142.969971,1114.300049,1120.670044,1120.670044,645910000
1998-08-03,1120.670044,1121.790039,1110.390015,1112.439941,1112.439941,620400000
1998-08-04,1112.439941,1119.729980,1071.819946,1072.119995,1072.119995,852600000
1998-08-05,1072.119995,1084.800049,1057.349976,1081.430054,1081.430054,851600000
1998-08-06,1081.430054,1090.949951,1074.939941,1089.630005,1089.630005,768400000
1998-08-07,1089.630005,1102.540039,1084.719971,1089.449951,1089.449951,759100000
1998-08-10,1089.449951,1092.819946,1081.760010,1083.140015,1083.140015,579180000
1998-08-11,1083.140015,1083.140015,1054.000000,1068.979980,1068.979980,774400000
1998-08-12,1068.979980,1084.699951,1068.979980,1084.219971,1084.219971,711700000
1998-08-13,1084.219971,1091.500000,1074.910034,1074.910034,1074.910034,660700000
1998-08-14,1074.910034,1083.920044,1057.219971,1062.750000,1062.750000,644030000
1998-08-17,1062.750000,1083.670044,1055.079956,1083.670044,1083.670044,584380000
1998-08-18,1083.670044,1101.719971,1083.670044,1101.199951,1101.199951,690600000
1998-08-19,1101.199951,1106.319946,1094.930054,1098.060059,1098.060059,633630000
1998-08-20,1098.060059,1098.790039,1089.550049,1091.599976,1091.599976,621630000
1998-08-21,1091.599976,1091.599976,1054.920044,1081.239990,1081.239990,725700000
1998-08-24,1081.239990,1093.819946,1081.239990,1088.140015,1088.140015,558100000
1998-08-25,1088.140015,1106.640015,1085.530029,1092.849976,1092.849976,664900000
1998-08-26,1092.849976,1092.849976,1075.910034,1084.189941,1084.189941,674100000
1998-08-27,1084.189941,1084.189941,1037.609985,1042.589966,1042.589966,938600000
1998-08-28,1042.589966,1051.800049,1021.039978,1027.140015,1027.140015,840300000
1998-08-31,1027.140015,1033.469971,957.280029,957.280029,957.280029,917500000
1998-09-01,957.280029,1000.710022,939.979980,994.260010,994.260010,1216600000
1998-09-02,994.260010,1013.190002,988.400024,990.479980,990.479980,894600000
1998-09-03,990.469971,990.469971,969.320007,982.260010,982.260010,880500000
1998-09-04,982.260010,991.409973,956.510010,973.890015,973.890015,780300000
1998-09-08,973.890015,1023.460022,973.890015,1023.460022,1023.460022,814800000
1998-09-09,1023.460022,1027.719971,1004.559998,1006.200012,1006.200012,704300000
1998-09-10,1006.200012,1006.200012,968.640015,980.190002,980.190002,880300000
1998-09-11,980.190002,1009.059998,969.710022,1009.059998,1009.059998,819100000
1998-09-14,1009.059998,1038.380005,1009.059998,1029.719971,1029.719971,714400000
1998-09-15,1029.719971,1037.900024,1021.419983,1037.680054,1037.680054,724600000
1998-09-16,1037.680054,1046.069946,1029.310059,1045.479980,1045.479980,797500000
1998-09-17,1045.479980,1045.479980,1016.049988,1018.869995,1018.869995,694500000
1998-09-18,1018.869995,1022.010010,1011.859985,1020.090027,1020.090027,794700000
1998-09-21,1020.090027,1026.020020,993.820007,1023.890015,1023.890015,609880000
1998-09-22,1023.890015,1033.890015,1021.960022,1029.630005,1029.630005,694900000
1998-09-23,1029.630005,1066.089966,1029.630005,1066.089966,1066.089966,899700000
1998-09-24,1066.089966,1066.109985,1033.040039,1042.719971,1042.719971,805900000
1998-09-25,1042.719971,1051.890015,1028.489990,1044.750000,1044.750000,736800000
1998-09-28,1044.750000,1061.459961,1042.229980,1048.689941,1048.689941,690500000
1998-09-29,1048.689941,1056.310059,1039.880005,1049.020020,1049.020020,760100000
1998-09-30,1049.020020,1049.020020,1015.729980,1017.010010,1017.010010,800100000
1998-10-01,1017.010010,1017.010010,981.289978,986.390015,986.390015,899700000
1998-10-02,986.390015,1005.450012,971.690002,1002.599976,1002.599976,902900000
1998-10-05,1002.599976,1002.599976,964.719971,988.559998,988.559998,817500000
1998-10-06,988.559998,1008.770020,974.809998,984.590027,984.590027,845700000
1998-10-07,984.590027,995.659973,957.150024,970.679993,970.679993,977000000
1998-10-08,970.679993,970.679993,923.320007,959.440002,959.440002,1114600000
1998-10-09,959.440002,984.419983,953.039978,984.390015,984.390015,878100000
1998-10-12,984.390015,1010.710022,984.390015,997.710022,997.710022,691100000
1998-10-13,997.710022,1000.780029,987.549988,994.799988,994.799988,733300000
1998-10-14,994.799988,1014.419983,987.799988,1005.530029,1005.530029,791200000
1998-10-15,1005.530029,1053.089966,1000.119995,1047.489990,1047.489990,937600000
1998-10-16,1047.489990,1062.650024,1047.489990,1056.420044,1056.420044,1042200000
1998-10-19,1056.420044,1065.209961,1054.229980,1062.390015,1062.390015,738600000
1998-10-20,1062.390015,1084.060059,1060.609985,1063.930054,1063.930054,958200000
1998-10-21,1063.930054,1073.609985,1058.079956,1069.920044,1069.920044,745100000
1998-10-22,1069.920044,1080.430054,1061.469971,1078.479980,1078.479980,754900000
1998-10-23,1078.479980,1078.479980,1067.430054,1070.670044,1070.670044,637640000
1998-10-26,1070.670044,1081.229980,1068.170044,1072.319946,1072.319946,609910000
1998-10-27,1072.319946,1087.079956,1063.060059,1065.339966,1065.339966,764500000
1998-10-28,1065.339966,1072.790039,1059.650024,1068.089966,1068.089966,677500000
1998-10-29,1068.089966,1086.109985,1065.949951,1085.930054,1085.930054,699400000
1998-10-30,1085.930054,1103.780029,1085.930054,1098.670044,1098.670044,785000000
1998-11-02,1098.670044,1114.439941,1098.670044,1111.599976,1111.599976,753800000
1998-11-03,1111.599976,1115.020020,1106.420044,1110.839966,1110.839966,704300000
1998-11-04,1110.839966,1127.180054,1110.589966,1118.670044,1118.670044,861100000
1998-11-05,1118.670044,1133.880005,1109.550049,1133.849976,1133.849976,770200000
1998-11-06,1133.849976,1141.300049,1131.180054,1141.010010,1141.010010,683100000
1998-11-09,1141.010010,1141.010010,1123.170044,1130.199951,1130.199951,592990000
1998-11-10,1130.199951,1135.369995,1122.800049,1128.260010,1128.260010,671300000
1998-11-11,1128.260010,1136.250000,1117.400024,1120.969971,1120.969971,715700000
1998-11-12,1120.969971,1126.569946,1115.550049,1117.689941,1117.689941,662300000
1998-11-13,1117.689941,1126.339966,1116.760010,1125.719971,1125.719971,602270000
1998-11-16,1125.719971,1138.719971,1125.719971,1135.869995,1135.869995,615580000
1998-11-17,1135.869995,1151.709961,1129.670044,1139.319946,1139.319946,705200000
1998-11-18,1139.319946,1144.520020,1133.069946,1144.479980,1144.479980,652510000
1998-11-19,1144.479980,1155.099976,1144.420044,1152.609985,1152.609985,671000000
1998-11-20,1152.609985,1163.550049,1152.609985,1163.550049,1163.550049,721200000
1998-11-23,1163.550049,1188.209961,1163.550049,1188.209961,1188.209961,774100000
1998-11-24,1188.209961,1191.300049,1181.810059,1182.989990,1182.989990,766200000
1998-11-25,1182.989990,1187.160034,1179.369995,1186.869995,1186.869995,583580000
1998-11-27,1186.869995,1192.969971,1186.829956,1192.329956,1192.329956,256950000
1998-11-30,1192.329956,1192.719971,1163.630005,1163.630005,1163.630005,687900000
1998-12-01,1163.630005,1175.890015,1150.310059,1175.280029,1175.280029,789200000
1998-12-02,1175.280029,1175.280029,1157.760010,1171.250000,1171.250000,727400000
1998-12-03,1171.250000,1176.989990,1149.609985,1150.140015,1150.140015,799100000
1998-12-04,1150.140015,1176.739990,1150.140015,1176.739990,1176.739990,709700000
1998-12-07,1176.739990,1188.959961,1176.709961,1187.699951,1187.699951,671200000
1998-12-08,1187.699951,1193.530029,1172.780029,1181.380005,1181.380005,727700000
1998-12-09,1181.380005,1185.219971,1175.890015,1183.489990,1183.489990,694200000
1998-12-10,1183.489990,1183.770020,1163.750000,1165.020020,1165.020020,748600000
1998-12-11,1165.020020,1167.890015,1153.189941,1166.459961,1166.459961,688900000
1998-12-14,1166.459961,1166.459961,1136.890015,1141.199951,1141.199951,741800000
1998-12-15,1141.199951,1162.829956,1141.199951,1162.829956,1162.829956,777900000
1998-12-16,1162.829956,1166.290039,1154.689941,1161.939941,1161.939941,725500000
1998-12-17,1161.939941,1180.030029,1161.939941,1179.979980,1179.979980,739400000
1998-12-18,1179.979980,1188.890015,1178.270020,1188.030029,1188.030029,839600000
1998-12-21,1188.030029,1210.880005,1188.030029,1202.839966,1202.839966,744800000
1998-12-22,1202.839966,1209.219971,1192.719971,1203.569946,1203.569946,680500000
1998-12-23,1203.569946,1229.890015,1203.569946,1228.540039,1228.540039,697500000
1998-12-24,1228.540039,1229.719971,1224.849976,1226.270020,1226.270020,246980000
1998-12-28,1226.270020,1231.520020,1221.170044,1225.489990,1225.489990,531560000
1998-12-29,1225.489990,1241.859985,1220.780029,1241.810059,1241.810059,586490000
1998-12-30,1241.810059,1244.930054,1231.199951,1231.930054,1231.930054,594220000
1998-12-31,1231.930054,1237.180054,1224.959961,1229.229980,1229.229980,719200000
1999-01-04,1229.229980,1248.810059,1219.099976,1228.099976,1228.099976,877000000
1999-01-05,1228.099976,1246.109985,1228.099976,1244.780029,1244.780029,775000000
1999-01-06,1244.780029,1272.500000,1244.780029,1272.339966,1272.339966,986900000
1999-01-07,1272.339966,1272.339966,1257.680054,1269.729980,1269.729980,863000000
1999-01-08,1269.729980,1278.239990,1261.819946,1275.089966,1275.089966,937800000
1999-01-11,1275.089966,1276.219971,1253.339966,1263.880005,1263.880005,818000000
1999-01-12,1263.880005,1264.449951,1238.290039,1239.510010,1239.510010,800200000
1999-01-13,1239.510010,1247.750000,1205.459961,1234.400024,1234.400024,931500000
1999-01-14,1234.400024,1236.810059,1209.540039,1212.189941,1212.189941,797200000
1999-01-15,1212.189941,1243.260010,1212.189941,1243.260010,1243.260010,798100000
1999-01-19,1243.260010,1253.270020,1234.910034,1252.000000,1252.000000,785500000
1999-01-20,1252.000000,1274.069946,1251.540039,1256.619995,1256.619995,905700000
1999-01-21,1256.619995,1256.939941,1232.189941,1235.160034,1235.160034,871800000
1999-01-22,1235.160034,1236.410034,1217.969971,1225.189941,1225.189941,785900000
1999-01-25,1225.189941,1233.979980,1219.459961,1233.979980,1233.979980,723900000
1999-01-26,1233.979980,1253.250000,1233.979980,1252.310059,1252.310059,896400000
1999-01-27,1252.310059,1262.609985,1242.819946,1243.170044,1243.170044,893800000
1999-01-28,1243.170044,1266.400024,1243.170044,1265.369995,1265.369995,848800000
1999-01-29,1265.369995,1280.369995,1255.180054,1279.640015,1279.640015,917000000
1999-02-01,1279.640015,1283.750000,1271.310059,1273.000000,1273.000000,799400000
1999-02-02,1273.000000,1273.489990,1247.560059,1261.989990,1261.989990,845500000
1999-02-03,1261.989990,1276.040039,1255.270020,1272.069946,1272.069946,876500000
1999-02-04,1272.069946,1272.229980,1248.359985,1248.489990,1248.489990,854400000
1999-02-05,1248.489990,1251.859985,1232.280029,1239.400024,1239.400024,872000000
1999-02-08,1239.400024,1246.930054,1231.979980,1243.770020,1243.770020,705400000
1999-02-09,1243.770020,1243.969971,1215.630005,1216.140015,1216.140015,736000000
1999-02-10,1216.140015,1226.780029,1211.890015,1223.550049,1223.550049,721400000
1999-02-11,1223.550049,1254.050049,1223.189941,1254.040039,1254.040039,815800000
1999-02-12,1254.040039,1254.040039,1225.530029,1230.130005,1230.130005,691500000
1999-02-16,1230.130005,1252.170044,1230.130005,1241.869995,1241.869995,653760000
1999-02-17,1241.869995,1249.310059,1220.920044,1224.030029,1224.030029,735100000
1999-02-18,1224.030029,1239.130005,1220.699951,1237.280029,1237.280029,742400000
1999-02-19,1237.280029,1247.910034,1232.030029,1239.219971,1239.219971,700000000
1999-02-22,1239.219971,1272.219971,1239.219971,1272.140015,1272.140015,718500000
1999-02-23,1272.140015,1280.380005,1263.359985,1271.180054,1271.180054,781100000
1999-02-24,1271.180054,1283.839966,1251.939941,1253.410034,1253.410034,782000000
1999-02-25,1253.410034,1253.410034,1225.010010,1245.020020,1245.020020,740500000
1999-02-26,1245.020020,1246.729980,1226.239990,1238.329956,1238.329956,784600000
1999-03-01,1238.329956,1238.699951,1221.880005,1236.160034,1236.160034,699500000
1999-03-02,1236.160034,1248.310059,1221.869995,1225.500000,1225.500000,753600000
1999-03-03,1225.500000,1231.630005,1216.030029,1227.699951,1227.699951,751700000
1999-03-04,1227.699951,1247.739990,1227.699951,1246.640015,1246.640015,770900000
1999-03-05,1246.640015,1275.729980,1246.640015,1275.469971,1275.469971,834900000
1999-03-08,1275.469971,1282.739990,1271.579956,1282.729980,1282.729980,714600000
1999-03-09,1282.729980,1293.739990,1275.109985,1279.839966,1279.839966,803700000
1999-03-10,1279.839966,1287.020020,1275.160034,1286.839966,1286.839966,841900000
1999-03-11,1286.839966,1306.430054,1286.839966,1297.680054,1297.680054,904800000
1999-03-12,1297.680054,1304.420044,1289.170044,1294.589966,1294.589966,825800000
1999-03-15,1294.589966,1307.469971,1291.030029,1307.260010,1307.260010,727200000
1999-03-16,1307.260010,1311.109985,1302.290039,1306.380005,1306.380005,751900000
1999-03-17,1306.380005,1306.550049,1292.630005,1297.819946,1297.819946,752300000
1999-03-18,1297.819946,1317.619995,1294.750000,1316.550049,1316.550049,831000000
1999-03-19,1316.550049,1323.819946,1298.920044,1299.290039,1299.290039,914700000
1999-03-22,1299.290039,1303.839966,1294.260010,1297.010010,1297.010010,658200000
1999-03-23,1297.010010,1297.010010,1257.459961,1262.140015,1262.140015,811300000
1999-03-24,1262.140015,1269.020020,1256.430054,1268.589966,1268.589966,761900000
1999-03-25,1268.589966,1289.989990,1268.589966,1289.989990,1289.989990,784200000
1999-03-26,1289.989990,1289.989990,1277.250000,1282.800049,1282.800049,707200000
1999-03-29,1282.800049,1311.760010,1282.800049,1310.170044,1310.170044,747900000
1999-03-30,1310.170044,1310.170044,1295.469971,1300.750000,1300.750000,729000000
1999-03-31,1300.750000,1313.599976,1285.869995,1286.369995,1286.369995,924300000
1999-04-01,1286.369995,1294.540039,1282.560059,1293.719971,1293.719971,703000000
1999-04-05,1293.719971,1321.119995,1293.719971,1321.119995,1321.119995,695800000
1999-04-06,1321.119995,1326.760010,1311.069946,1317.890015,1317.890015,787500000
1999-04-07,1317.890015,1329.579956,1312.589966,1326.890015,1326.890015,816400000
1999-04-08,1326.890015,1344.079956,1321.599976,1343.979980,1343.979980,850500000
1999-04-09,1343.979980,1351.219971,1335.239990,1348.349976,1348.349976,716100000
1999-04-12,1348.349976,1358.689941,1333.479980,1358.630005,1358.630005,810800000
1999-04-13,1358.640015,1362.380005,1344.030029,1349.819946,1349.819946,810900000
1999-04-14,1349.819946,1357.239990,1326.410034,1328.439941,1328.439941,952000000
1999-04-15,1328.439941,1332.410034,1308.380005,1322.849976,1322.849976,1089800000
1999-04-16,1322.859985,1325.030029,1311.400024,1319.000000,1319.000000,1002300000
1999-04-19,1319.000000,1340.099976,1284.479980,1289.479980,1289.479980,1214400000
1999-04-20,1289.479980,1306.300049,1284.209961,1306.170044,1306.170044,985400000
1999-04-21,1306.170044,1336.119995,1301.839966,1336.119995,1336.119995,920000000
1999-04-22,1336.119995,1358.839966,1336.119995,1358.819946,1358.819946,927900000
1999-04-23,1358.829956,1363.650024,1348.449951,1356.849976,1356.849976,744900000
1999-04-26,1356.849976,1363.560059,1353.719971,1360.040039,1360.040039,712000000
1999-04-27,1360.040039,1371.560059,1356.550049,1362.800049,1362.800049,891700000
1999-04-28,1362.800049,1368.619995,1348.290039,1350.910034,1350.910034,951700000
1999-04-29,1350.910034,1356.750000,1336.810059,1342.829956,1342.829956,1003600000
1999-04-30,1342.829956,1351.829956,1314.579956,1335.180054,1335.180054,936500000
1999-05-03,1335.180054,1354.630005,1329.010010,1354.630005,1354.630005,811400000
1999-05-04,1354.630005,1354.640015,1330.640015,1332.000000,1332.000000,933100000
1999-05-05,1332.000000,1347.319946,1317.439941,1347.310059,1347.310059,913500000
1999-05-06,1347.310059,1348.359985,1322.560059,1332.050049,1332.050049,875400000
1999-05-07,1332.050049,1345.989990,1332.050049,1345.000000,1345.000000,814900000
1999-05-10,1345.000000,1352.010010,1334.000000,1340.300049,1340.300049,773300000
1999-05-11,1340.300049,1360.000000,1340.300049,1355.609985,1355.609985,836100000
1999-05-12,1355.609985,1367.359985,1333.099976,1364.000000,1364.000000,825500000
1999-05-13,1364.000000,1375.979980,1364.000000,1367.560059,1367.560059,796900000
1999-05-14,1367.560059,1367.560059,1332.630005,1337.800049,1337.800049,727800000
